Instance,Time,Cost,FacilityState,CustomerState
58,1.1,43149.0,0 1 0 1 1 1 0 0 1 1 0 1 0 1 1 0 1 1 0 1 1 0 1 0 0 1 0 0 1 1 ,19 20 1 8 9 3 8 3 4 25 9 4 8 14 9 11 14 16 16 20 16 16 4 19 17 9 25 22 20 16 4 5 14 3 9 16 14 16 16 17 1 25 8 1 3 22 3 5 22 19 17 14 1 4 17 28 5 9 14 1 17 11 13 25 4 8 5 14 9 4 19 3 19 8 22 19 16 22 3 14 5 25 11 3 20 5 4 3 14 25 9 29 11 8 29 17 20 29 22 3 29 17 19 11 5 19 1 11 13 9 25 1 29 1 29 17 20 19 13 3 25 28 29 13 28 5 16 20 8 16 28 25 13 9 16 13 5 9 22 1 4 17 19 11 11 19 28 8 11 9 8 11 1 22 4 25 5 29 22 17 3 20 19 17 11 13 9 5 29 22 17 14 5 20 25 22 11 14 14 4 3 4 28 22 28 11 29 1 28 29 16 8 28 20 8 22 4 1 14 8 
59,0.983,34989.0,0 1 0 1 1 1 0 0 1 1 0 1 0 1 1 0 1 1 0 1 1 0 1 0 0 1 0 0 1 1 ,19 20 1 8 9 3 8 3 14 25 9 4 8 14 9 11 25 16 16 20 16 16 4 19 17 8 25 22 3 16 4 5 14 3 9 16 14 16 16 20 1 25 11 1 3 22 3 5 22 19 17 14 5 4 17 28 5 9 14 1 17 11 13 25 13 4 5 14 9 4 29 3 19 8 5 19 16 17 3 14 5 25 11 1 20 5 4 3 14 25 9 29 19 8 29 17 20 29 22 3 4 17 19 11 5 19 1 11 13 9 25 1 29 1 29 17 20 19 11 3 20 28 29 13 28 11 16 20 8 16 28 8 14 9 16 28 5 9 14 1 4 17 19 11 25 19 28 8 11 9 8 11 1 22 4 25 5 29 22 17 3 20 19 17 11 13 9 25 29 22 17 14 5 20 25 22 20 14 22 4 3 4 28 22 28 11 29 1 28 29 16 8 28 20 8 22 4 1 14 8 
60,0.523,25588.0,0 1 0 1 1 1 0 0 1 1 0 1 0 0 1 0 1 0 1 1 1 0 1 0 0 0 0 1 0 1 ,19 20 1 8 9 3 8 3 4 5 9 4 8 14 27 11 14 16 16 20 16 16 4 19 16 8 5 22 3 16 4 5 14 3 9 16 14 16 5 5 1 5 11 1 3 22 3 5 22 19 3 19 5 4 16 4 29 9 14 1 27 27 22 29 4 4 5 14 9 4 18 3 19 8 22 9 16 11 3 14 5 5 11 3 20 5 4 14 14 5 9 29 27 27 29 18 20 29 22 3 29 9 19 11 27 19 1 11 11 9 1 16 9 1 29 11 20 8 11 18 20 29 29 22 1 11 14 20 8 16 4 8 14 9 16 4 5 9 14 1 4 22 19 11 11 19 11 8 18 9 8 11 5 22 4 27 5 29 22 9 19 8 19 4 11 11 9 5 29 22 14 14 5 20 11 22 4 14 27 4 3 4 1 22 11 11 29 1 8 29 16 8 1 20 8 22 4 1 27 8 
61,0.718,29564.0,0 1 0 1 1 1 0 0 1 0 0 1 0 0 1 0 1 0 0 1 1 0 1 0 0 0 0 0 0 1 ,19 20 1 8 11 3 8 3 4 5 19 4 8 14 3 16 14 16 16 20 16 16 4 19 16 8 5 22 3 16 4 5 14 3 4 16 14 16 16 20 1 5 8 1 3 22 3 5 22 19 3 14 5 4 16 4 5 5 14 1 1 11 22 29 4 4 5 14 14 4 29 3 19 8 22 19 22 22 3 14 5 5 11 3 20 5 4 14 14 5 19 29 11 8 29 4 20 29 22 3 29 3 19 11 5 19 1 11 11 11 1 1 29 1 29 11 20 8 11 3 20 29 29 22 1 11 16 20 8 16 4 8 14 22 16 4 5 29 14 1 29 22 19 11 11 19 11 8 11 19 8 11 5 22 4 16 5 29 22 1 3 8 19 4 11 11 8 5 29 22 14 14 5 20 29 22 4 14 14 4 3 4 19 22 1 11 29 1 8 29 16 8 1 20 8 22 4 1 14 8 
62,0.925,37683.0,0 1 0 1 1 1 0 0 1 0 0 1 0 0 1 0 0 0 0 1 1 0 1 0 0 0 0 0 0 1 ,19 20 1 8 11 3 8 3 14 5 19 4 8 14 3 11 14 19 29 20 22 14 4 19 14 8 5 22 20 14 4 5 14 3 4 11 1 19 5 20 1 5 8 1 3 22 3 5 22 19 3 14 1 4 29 4 5 5 14 1 1 11 22 29 4 4 5 14 14 4 29 3 19 8 22 19 22 22 3 14 5 5 11 3 20 5 4 3 14 5 19 29 11 8 29 4 20 29 11 3 29 3 19 11 5 19 1 11 11 11 1 1 29 1 29 11 20 8 11 3 20 29 29 22 1 5 14 20 8 29 4 8 14 22 29 4 5 5 14 1 4 3 19 11 11 19 1 8 11 20 8 11 5 22 4 14 5 29 22 1 3 8 19 4 11 19 8 1 29 22 14 14 5 20 11 22 4 14 22 4 3 4 19 22 1 11 29 1 8 29 22 8 1 20 8 22 4 1 3 8 
63,0.763,32638.0,0 1 0 1 1 1 0 0 1 0 0 1 0 0 1 0 0 1 0 1 1 0 1 0 0 0 0 0 0 1 ,19 20 1 8 11 3 8 3 4 5 19 4 8 14 3 3 1 19 29 20 17 14 4 19 17 8 5 22 3 14 4 5 14 3 4 11 1 19 5 17 1 5 8 1 3 22 3 5 22 19 17 14 5 4 17 4 5 5 14 1 17 11 22 29 4 4 5 14 14 4 29 3 19 8 22 19 22 17 3 14 5 5 11 3 20 5 4 14 14 8 19 29 11 8 29 17 20 29 11 3 29 17 19 11 5 19 1 11 11 17 1 1 29 1 29 17 20 8 11 3 20 29 29 22 1 11 14 20 8 29 20 8 14 22 17 4 5 29 14 1 4 17 19 11 11 19 11 8 11 19 8 11 5 22 4 14 5 29 22 17 3 8 19 17 11 19 8 5 29 22 17 14 5 20 11 22 20 14 14 4 3 4 19 22 1 11 29 1 8 29 22 8 1 20 8 22 4 1 14 8 
64,0.435,26684.0,0 1 0 1 1 0 0 0 1 0 1 1 0 1 1 0 1 0 0 1 1 1 1 1 0 0 1 1 0 1 ,19 20 1 8 11 26 8 3 26 10 19 4 10 14 27 11 14 16 23 20 16 16 4 19 16 8 21 22 3 16 4 10 14 3 4 16 14 16 26 10 1 1 26 1 3 22 3 10 22 19 3 14 26 27 16 4 29 23 14 1 10 11 13 29 4 21 19 14 23 10 29 3 19 8 22 19 16 11 3 14 14 26 11 23 20 22 4 3 14 10 19 29 27 27 29 26 20 29 11 3 29 23 19 11 27 19 1 11 11 11 26 1 21 21 29 11 20 8 11 3 20 10 10 13 1 11 21 20 8 21 23 8 23 27 16 26 29 23 22 1 4 23 19 11 11 19 11 8 11 26 8 11 1 22 4 27 1 23 22 1 23 8 19 4 26 13 8 10 29 23 21 14 26 20 23 10 26 14 27 4 26 4 19 22 21 11 29 4 8 29 16 8 26 20 8 10 4 1 27 8 
65,0.729,32092.0,0 1 0 1 0 0 0 0 1 0 0 1 0 0 1 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 ,19 20 1 8 11 3 8 3 14 8 19 22 8 14 3 11 14 21 21 20 22 14 20 19 14 8 21 22 3 14 11 8 14 3 3 11 14 19 22 20 1 1 8 1 3 22 3 8 22 19 3 14 1 22 21 14 1 14 14 1 1 11 22 20 8 21 19 14 14 8 19 3 19 8 22 19 22 11 3 14 14 1 11 3 20 22 3 3 14 8 19 3 11 8 11 22 20 8 11 3 21 3 19 11 11 19 1 11 11 11 1 1 21 21 14 11 20 8 11 3 20 20 19 22 1 11 21 20 8 21 20 8 14 22 21 14 1 8 14 1 21 22 19 11 11 19 1 8 11 22 8 11 1 22 21 14 1 19 22 1 21 8 19 22 11 19 11 1 19 22 21 14 1 20 21 22 11 14 14 3 3 20 19 22 21 11 21 1 8 20 22 8 1 20 8 22 11 1 14 8 
66,0.896,38508.0,0 1 0 1 0 0 0 0 1 0 0 1 0 0 1 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 ,19 20 1 8 19 3 8 3 14 8 19 22 8 14 3 3 14 19 22 20 22 14 20 19 14 8 19 22 3 14 11 3 14 3 3 11 1 19 20 20 1 1 11 1 3 22 3 8 22 19 3 14 1 22 11 14 20 14 14 1 1 11 22 20 8 8 19 14 14 8 19 3 19 8 20 19 22 20 3 14 1 1 11 3 20 22 3 3 14 8 19 3 11 8 11 14 20 8 22 3 22 3 19 11 11 19 1 11 11 11 1 1 3 1 14 11 20 8 11 3 20 20 19 22 1 11 14 20 8 20 20 8 14 22 11 14 1 8 14 1 22 22 19 11 11 19 11 8 11 20 8 11 1 22 3 14 1 19 22 1 3 20 19 22 11 3 8 1 19 22 14 14 1 20 11 22 11 14 14 3 3 20 19 22 1 11 8 1 8 20 22 8 1 20 8 22 11 1 3 8 
67,0.968,33397.0,0 1 0 1 1 0 0 0 1 0 0 1 0 0 1 0 0 0 0 1 1 0 1 0 0 0 0 1 0 1 ,19 20 1 8 11 3 8 3 4 4 19 4 8 14 27 11 14 19 29 20 22 14 4 19 14 8 29 22 3 14 4 3 14 3 4 27 14 19 20 20 1 1 11 1 3 22 3 8 22 19 3 14 1 27 4 4 29 27 14 1 27 27 22 29 4 27 22 14 27 4 19 3 19 8 22 19 22 22 3 14 1 29 11 3 20 1 4 3 14 8 19 29 27 27 29 27 20 29 11 3 29 3 27 11 27 19 1 11 11 20 1 1 3 1 29 11 1 8 11 3 20 29 29 22 1 11 14 20 8 27 20 8 14 27 29 4 1 29 14 1 4 3 19 11 27 19 11 8 11 22 8 11 1 22 4 27 14 29 20 1 3 8 19 4 11 19 8 1 29 22 14 14 1 20 11 22 4 14 27 4 3 4 19 22 11 11 29 1 8 29 22 8 1 20 8 22 4 1 27 8 
68,0.497,25518.0,1 1 1 1 1 1 0 0 1 0 0 1 1 0 1 0 0 1 0 1 1 0 1 0 0 1 0 1 0 1 ,19 20 1 8 2 3 8 3 4 25 19 4 0 14 27 2 14 19 5 5 12 14 4 19 17 8 5 0 20 14 4 5 14 3 2 27 14 19 5 0 1 12 12 1 3 22 12 5 22 19 17 14 5 4 17 4 5 5 14 1 17 27 22 25 0 4 5 14 14 4 29 3 2 8 0 19 12 17 3 14 5 25 11 12 20 5 4 2 14 5 19 29 0 27 29 17 20 29 11 3 29 17 27 11 27 19 1 11 11 17 25 1 29 1 29 17 20 8 11 2 0 29 29 22 1 11 14 20 8 2 0 12 12 27 17 4 5 5 22 1 2 17 19 11 11 19 11 8 11 0 8 11 5 22 4 25 0 29 12 17 2 8 19 17 11 0 2 5 29 22 17 14 5 20 12 22 2 14 27 4 3 4 19 22 11 11 29 1 8 29 0 8 12 20 8 22 4 1 27 8 
69,0.722,30951.0,0 1 0 1 1 0 0 0 1 0 0 1 0 0 1 1 0 0 0 1 1 0 1 0 0 0 0 1 0 0 ,19 20 1 15 11 3 8 3 14 15 19 22 8 14 27 11 14 19 11 20 22 14 4 19 14 8 27 22 3 14 4 8 14 3 4 27 14 19 22 20 1 1 8 1 3 22 3 15 22 19 3 14 1 27 4 4 15 27 14 15 27 27 22 20 15 27 19 14 14 15 15 3 19 8 22 15 22 11 3 14 1 1 11 3 20 22 15 3 14 15 19 3 27 27 11 27 20 8 11 3 4 3 27 11 27 19 1 11 11 11 1 1 22 1 14 11 20 8 11 3 15 4 19 22 1 15 14 20 8 27 20 8 14 27 4 4 15 27 22 1 4 22 19 11 11 19 11 8 11 19 8 11 1 22 4 27 1 8 22 1 3 8 19 15 11 11 8 15 19 22 27 14 1 20 11 22 11 14 27 4 3 4 1 22 1 15 27 1 8 20 22 8 1 20 8 22 4 1 27 8 
70,0.824,38321.0,0 1 0 1 1 0 0 0 1 0 0 1 0 0 1 0 0 0 0 1 1 0 1 0 0 0 0 1 0 0 ,19 20 1 8 11 3 8 3 14 4 19 4 8 14 27 11 14 19 11 20 22 14 20 19 14 8 27 22 20 14 11 8 14 3 4 27 1 19 22 20 1 1 8 1 3 22 3 8 22 22 3 14 1 4 4 4 1 27 14 1 27 27 22 20 4 27 19 14 14 8 20 3 19 8 22 19 22 11 3 14 1 1 11 3 20 22 4 3 14 8 19 3 27 27 11 27 20 8 11 3 4 3 27 11 27 19 1 11 11 11 1 1 22 1 3 11 20 8 11 3 20 4 19 22 1 11 14 20 8 27 20 8 14 27 4 14 1 27 14 1 4 22 19 11 11 19 11 8 11 20 8 11 1 22 4 27 1 8 22 1 19 8 19 22 11 3 8 1 19 22 27 14 1 20 11 22 11 14 27 4 3 20 19 22 1 11 27 1 8 20 22 8 1 20 8 22 4 1 27 8 
71,0.997,34704.0,0 1 0 1 1 0 0 0 1 0 0 1 0 0 1 0 0 0 0 1 1 0 1 0 0 0 0 1 0 0 ,19 20 1 8 11 3 8 3 14 4 19 4 8 14 27 11 14 19 11 20 22 14 4 19 14 8 27 22 3 14 11 8 14 3 4 27 14 19 22 20 1 1 8 1 3 22 3 8 22 19 3 14 1 27 4 4 20 27 14 1 27 27 22 20 8 27 19 14 14 8 19 3 19 8 22 19 22 11 3 14 1 1 11 3 20 22 4 3 14 8 19 3 27 27 11 27 20 8 11 3 4 3 27 11 27 19 1 11 11 11 1 1 22 1 3 11 20 8 11 3 20 4 19 22 1 11 14 20 8 27 20 8 14 27 4 14 1 27 14 1 4 22 27 11 11 19 11 8 11 19 8 11 1 22 4 27 1 8 22 1 3 8 1 22 11 3 11 1 19 22 27 19 1 20 11 22 11 14 27 4 3 4 1 22 1 11 27 4 8 20 22 8 1 20 8 22 4 1 27 8 
