Instance,Time,Cost,FacilityState,CustomerState
53,0,13923,0 0 0 1 1 0 0 0 0 0 0 1 0 0 0 1 0 0 0 1 ,19 3 19 4 19 11 3 11 4 19 19 3 3 4 4 19 3 11 4 11 19 3 11 4 19 4 15 4 4 19 11 3 11 4 19 11 3 11 4 19 19 3 3 4 11 19 11 3 4 4 15 3 19 4 19 19 3 15 4 11 19 4 11 4 4 19 3 11 4 4 15 15 19 19 11 19 3 3 4 4 3 15 19 19 19 15 3 3 11 11 3 19 19 11 11 11 3 11 4 19 
54,0,15906,1 1 1 1 1 1 0 0 1 1 ,0 3 0 3 2 4 5 2 2 0 4 9 2 4 0 1 5 4 8 8 2 2 2 4 4 1 4 4 8 8 4 9 2 2 2 0 5 4 8 8 2 3 0 3 4 1 5 4 2 0 4 3 0 3 2 4 5 4 1 8 4 9 5 9 2 2 5 4 8 3 2 0 2 3 4 1 4 4 4 0 4 9 2 9 2 0 5 4 8 3 2 0 2 3 4 1 5 4 5 5 
55,0,12656,1 0 1 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0 1 ,19 2 0 4 9 4 0 6 4 9 2 2 6 4 19 4 19 6 4 6 2 2 6 4 19 2 19 6 4 4 4 2 2 4 19 19 19 0 0 6 2 2 6 4 19 4 19 19 4 2 19 19 0 4 9 19 19 2 0 6 4 0 6 4 19 4 19 19 4 2 4 2 2 4 9 2 19 6 4 2 2 2 6 4 19 0 19 6 4 4 0 19 6 4 4 19 19 0 4 9 
56,0.001,33496,0 1 0 1 1 1 0 0 1 1 0 1 0 1 1 0 1 1 0 1 1 0 1 0 0 1 0 0 1 1 ,19 20 1 8 28 1 8 3 13 4 9 29 8 14 3 16 14 16 5 20 17 16 4 19 17 8 25 22 20 14 11 25 14 3 4 16 1 16 5 17 1 1 25 1 3 13 3 16 22 22 3 14 13 4 17 14 25 5 14 1 17 11 22 29 4 4 5 14 4 5 16 22 19 8 28 19 22 20 3 14 5 5 11 3 20 13 3 3 4 5 19 3 19 25 29 17 16 19 16 1 29 17 9 11 25 19 1 11 11 9 25 1 29 1 29 17 20 8 11 3 20 29 29 13 28 25 16 20 8 29 28 25 16 22 29 14 5 5 22 1 29 22 19 17 11 19 11 8 16 13 8 11 16 22 4 28 5 29 20 17 3 20 1 17 11 3 25 25 19 22 14 14 13 4 28 17 25 14 13 4 20 28 28 22 28 11 29 1 28 20 22 8 28 20 8 13 4 1 13 8 
57,0.002,38596,0 1 0 1 1 1 0 0 1 1 0 1 0 1 1 0 1 1 0 1 1 0 1 0 0 1 0 0 1 1 ,19 20 1 8 28 1 8 3 13 4 9 29 8 14 3 16 14 16 5 20 17 16 4 19 17 8 25 22 20 14 11 25 14 3 4 16 1 16 5 17 1 1 25 1 3 13 3 16 22 22 3 14 13 4 17 14 25 5 14 1 17 11 22 29 4 4 5 14 4 5 16 22 19 8 28 19 22 20 3 14 5 5 11 3 20 13 3 3 4 5 19 3 19 25 29 17 16 19 16 1 29 17 9 11 25 19 1 11 11 9 25 1 29 1 29 17 20 8 11 3 20 29 29 13 28 25 16 20 8 29 28 25 16 22 29 14 5 5 22 1 29 22 19 17 11 19 11 8 16 13 8 11 16 22 4 28 5 29 20 17 3 20 1 17 11 3 25 25 19 22 14 14 13 4 28 17 25 14 13 4 20 28 28 22 28 11 29 1 28 20 22 8 28 20 8 13 4 1 13 8 
58,0.001,50496,0 1 0 1 1 1 0 0 1 1 0 1 0 1 1 0 1 1 0 1 1 0 1 0 0 1 0 0 1 1 ,19 20 1 8 28 1 8 3 13 4 9 29 8 14 3 16 14 16 5 20 17 16 4 19 17 8 25 22 20 14 11 25 14 3 4 16 1 16 5 17 1 1 25 1 3 13 3 16 22 22 3 14 13 4 17 14 25 5 14 1 17 11 22 29 4 4 5 14 4 5 16 22 19 8 28 19 22 20 3 14 5 5 11 3 20 13 3 3 4 5 19 3 19 25 29 17 16 19 16 1 29 17 9 11 25 19 1 11 11 9 25 1 29 1 29 17 20 8 11 3 20 29 29 13 28 25 16 20 8 29 28 25 16 22 29 14 5 5 22 1 29 22 19 17 11 19 11 8 16 13 8 11 16 22 4 28 5 29 20 17 3 20 1 17 11 3 25 25 19 22 14 14 13 4 28 17 25 14 13 4 20 28 28 22 28 11 29 1 28 20 22 8 28 20 8 13 4 1 13 8 
59,0.001,42202,0 1 0 1 1 1 0 0 1 1 0 1 0 1 1 0 1 1 0 1 1 0 1 0 0 1 0 0 1 1 ,19 20 1 8 28 1 8 3 13 4 9 29 8 14 3 16 14 16 5 20 17 16 4 19 17 8 25 22 20 14 11 25 14 3 4 16 1 16 5 17 1 1 25 1 3 13 3 16 22 22 3 14 13 4 17 14 25 5 14 1 17 11 22 29 4 4 5 14 4 5 16 22 19 8 28 19 22 20 3 14 5 5 11 3 20 13 3 3 4 5 19 3 19 25 29 17 16 19 16 1 29 17 9 11 25 19 1 11 11 9 25 1 29 1 29 17 20 8 11 3 20 29 29 13 28 25 16 20 8 29 28 25 16 22 29 14 5 5 22 1 29 22 19 17 11 19 11 8 16 13 8 11 16 22 4 28 5 29 20 17 3 20 1 17 11 3 25 25 19 22 14 14 13 4 28 17 25 14 13 4 20 28 28 22 28 11 29 1 28 20 22 8 28 20 8 13 4 1 13 8 
60,0.001,32807,0 1 0 1 1 1 0 0 1 0 0 1 0 0 1 0 0 0 0 1 1 0 1 0 0 0 0 0 0 1 ,3 20 1 8 19 11 8 3 4 5 19 29 8 14 3 11 1 19 5 20 29 14 3 19 14 8 5 20 20 14 11 5 14 3 29 29 1 19 19 20 1 1 11 1 20 22 20 5 22 22 3 14 5 22 29 14 5 5 14 1 4 11 22 29 8 29 19 3 14 3 19 22 11 8 14 19 22 20 3 14 1 5 11 1 20 5 3 3 14 8 19 22 11 8 29 29 20 14 5 1 29 3 19 11 5 19 22 11 11 29 1 1 22 1 14 11 20 8 11 3 20 29 5 22 1 5 14 20 3 29 14 8 14 22 29 14 5 8 22 1 19 22 19 4 11 19 11 8 29 29 8 11 5 22 29 14 1 19 20 1 3 20 1 8 11 3 1 5 22 22 3 14 5 20 11 4 29 1 4 3 20 20 19 22 29 11 8 1 8 20 22 8 1 20 8 4 4 1 4 8 
61,0,36483,0 1 0 1 1 1 0 0 1 0 0 1 0 0 1 0 0 0 0 1 1 0 1 0 0 0 0 0 0 1 ,3 20 1 8 19 11 8 3 4 5 19 29 8 14 3 11 1 19 5 20 29 14 3 19 14 8 5 20 20 14 11 5 14 3 29 29 1 19 19 20 1 1 11 1 20 22 20 5 22 22 3 14 5 22 29 14 5 5 14 1 29 11 22 29 8 29 19 3 14 3 19 22 11 8 14 19 22 20 3 14 1 5 11 1 20 5 3 3 14 8 19 22 11 8 29 29 20 14 5 1 29 3 19 11 5 19 22 11 11 29 1 1 22 1 14 11 20 8 11 3 20 29 5 22 1 5 14 20 3 29 14 8 14 22 29 14 5 8 22 1 19 22 19 29 11 19 11 8 29 29 8 11 5 22 29 14 1 19 20 1 3 20 1 8 11 3 1 5 22 22 3 14 5 20 11 4 29 1 4 3 20 20 19 22 29 11 8 1 8 20 22 8 1 20 8 4 4 1 4 8 
62,0.001,44183,0 1 0 1 1 1 0 0 1 0 0 1 0 0 1 0 0 0 0 1 1 0 1 0 0 0 0 0 0 1 ,3 20 1 8 19 11 8 3 4 5 19 29 8 14 3 11 1 19 5 20 29 14 3 19 14 8 5 20 20 14 11 5 14 3 29 29 1 19 19 20 1 1 11 1 20 22 20 5 22 22 3 14 5 22 29 14 5 5 14 1 29 11 22 29 8 29 19 3 14 3 19 22 11 8 14 19 22 20 3 14 1 5 11 1 20 5 3 3 14 8 19 22 11 8 29 29 20 14 5 1 29 3 19 11 5 19 22 11 11 29 1 1 22 1 14 11 20 8 11 3 20 29 5 22 1 5 14 20 3 29 14 8 14 22 29 14 5 8 22 1 19 22 19 29 11 19 11 8 29 29 8 11 5 22 29 14 1 19 20 1 3 20 1 8 11 3 1 5 22 22 3 14 5 20 11 4 29 1 4 3 20 20 19 22 29 11 8 1 8 20 22 8 1 20 8 4 4 1 4 8 
63,0.001,39811,0 1 0 1 1 1 0 0 1 0 0 1 0 0 1 0 0 0 0 1 1 0 1 0 0 0 0 0 0 1 ,3 20 1 8 19 11 8 3 4 5 19 29 8 14 3 11 1 19 5 20 29 14 3 19 14 8 5 20 20 14 11 5 14 3 29 29 1 19 19 20 1 1 11 1 20 22 20 5 22 22 3 14 5 22 29 14 5 5 14 1 29 11 22 29 8 29 19 3 14 3 19 22 11 8 14 19 22 20 3 14 1 5 11 1 20 5 3 3 14 8 19 22 11 8 29 29 20 14 5 1 29 3 19 11 5 19 22 11 11 29 1 1 22 1 14 11 20 8 11 3 20 29 5 22 1 5 14 20 3 29 14 8 14 22 29 14 5 8 22 1 19 22 19 29 11 19 11 8 29 29 8 11 5 22 29 14 1 19 20 1 3 20 1 8 11 3 1 5 22 22 3 14 5 20 11 4 29 1 4 3 20 20 19 22 29 11 8 1 8 20 22 8 1 20 8 4 4 1 4 8 
64,0.001,40039,0 1 0 1 0 0 0 0 1 0 0 1 0 0 1 0 0 0 0 1 1 0 1 0 0 0 0 1 0 0 ,3 20 1 19 14 11 3 3 14 8 19 22 19 14 1 11 1 19 19 20 27 14 3 19 14 14 8 20 20 3 11 19 14 22 3 3 1 19 22 20 11 1 11 20 20 22 20 8 22 22 3 14 27 22 8 14 19 14 22 1 14 11 22 14 3 8 19 3 1 11 19 22 11 19 20 19 22 20 3 14 1 19 11 1 20 27 3 3 14 3 19 22 11 22 14 14 20 14 22 1 19 3 14 11 27 14 22 11 11 27 1 20 22 1 3 11 20 20 22 1 20 8 19 22 1 19 14 20 3 1 20 3 14 22 8 14 1 14 20 1 3 20 1 11 11 3 11 19 11 19 3 11 1 22 19 14 1 14 20 1 3 20 1 22 11 11 11 8 22 22 3 14 27 20 11 22 19 1 14 1 20 20 1 22 1 11 3 20 19 20 22 3 1 20 8 27 19 1 27 8 
65,0.001,44270,0 1 0 1 0 0 0 0 1 0 0 1 0 0 1 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 ,3 20 1 19 14 11 3 3 14 8 19 22 19 14 1 11 1 19 19 20 8 14 3 19 14 14 8 20 20 3 11 19 14 22 3 3 1 19 22 20 11 1 11 20 20 22 20 8 22 22 3 14 8 22 8 14 19 14 22 1 14 11 22 14 3 8 19 3 1 11 19 22 11 19 20 19 22 20 3 14 1 19 11 1 20 8 3 3 14 3 19 22 11 22 14 14 20 14 22 1 19 3 14 11 8 14 22 11 11 8 1 20 22 1 3 11 20 20 22 1 20 8 19 22 1 19 14 20 3 1 20 3 14 22 8 14 1 14 20 1 3 20 1 11 11 3 11 19 11 19 3 11 1 22 19 14 1 14 20 1 3 20 1 22 11 11 11 8 22 22 3 14 8 20 11 22 19 1 14 1 20 20 1 22 1 11 3 20 19 20 22 3 1 20 8 8 19 1 8 8 
66,0.002,49870,0 1 0 1 0 0 0 0 1 0 0 1 0 0 1 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 ,3 20 1 19 14 11 3 3 14 8 19 22 19 14 1 11 1 19 19 20 8 14 3 19 14 14 8 20 20 3 11 19 14 22 3 3 1 19 22 20 11 1 11 20 20 22 20 8 22 22 3 14 8 22 8 14 19 14 22 1 14 11 22 14 3 8 19 3 1 11 19 22 11 19 20 19 22 20 3 14 1 19 11 1 20 8 3 3 14 3 19 22 11 22 14 14 20 14 22 1 19 3 14 11 8 14 22 11 11 8 1 20 22 1 3 11 20 20 22 1 20 8 19 22 1 19 14 20 3 1 20 3 14 22 8 14 1 14 20 1 3 20 1 11 11 3 11 19 11 19 3 11 1 22 19 14 1 14 20 1 3 20 1 22 11 11 11 8 22 22 3 14 8 20 11 22 19 1 14 1 20 20 1 22 1 11 3 20 19 20 22 3 1 20 8 8 19 1 8 8 
67,0.001,40665,0 1 0 1 1 0 0 0 1 0 0 1 0 0 1 0 0 0 0 1 1 0 1 0 0 0 0 1 0 1 ,3 20 1 8 14 11 8 3 4 4 19 3 27 14 27 11 1 8 19 20 29 14 3 19 14 8 29 20 20 14 11 19 14 3 19 27 1 8 19 19 1 1 11 1 20 22 20 29 22 22 3 14 4 22 29 14 29 27 14 1 29 27 22 19 8 8 19 3 27 3 19 22 27 8 14 19 22 20 3 14 1 29 11 1 20 29 3 3 14 3 19 22 27 27 29 29 20 14 14 1 29 3 19 11 27 19 22 11 11 29 1 20 3 1 14 11 20 8 11 3 20 29 19 22 1 4 14 20 27 29 14 3 14 22 29 14 1 8 22 1 3 22 19 11 27 14 11 8 11 29 8 11 29 22 29 27 1 8 20 1 3 20 1 8 11 11 8 4 22 22 27 14 29 20 11 4 19 1 27 8 20 3 1 22 29 11 27 1 8 20 22 8 1 20 8 4 4 1 27 8 
68,0.002,36278,0 1 0 1 1 0 0 0 1 0 0 1 0 0 1 0 0 0 0 1 1 0 1 0 0 0 0 1 0 0 ,3 20 1 8 19 11 8 3 4 8 27 22 19 14 1 11 1 19 8 20 4 14 3 19 14 8 27 20 20 14 11 8 14 3 4 4 1 19 19 20 1 1 11 1 20 22 20 8 22 22 3 14 27 22 8 14 4 14 14 1 27 11 22 8 3 8 8 3 14 3 19 22 11 19 22 19 22 20 3 14 1 4 11 1 20 27 3 3 14 3 19 22 11 19 8 4 20 14 22 1 8 3 19 11 27 19 22 11 11 4 1 1 22 1 3 11 20 19 11 3 20 8 8 22 1 27 14 20 3 3 14 8 14 22 8 14 4 19 22 1 19 22 1 11 11 19 11 8 11 27 3 11 3 22 4 14 1 19 20 1 3 20 1 22 11 11 11 8 22 22 3 14 27 20 11 4 4 1 27 3 20 20 1 22 1 11 8 1 8 20 22 8 1 20 8 4 4 1 27 8 
69,0.001,39278,0 1 0 1 1 0 0 0 1 0 0 1 0 0 1 0 0 0 0 1 1 0 1 0 0 0 0 1 0 0 ,3 20 1 8 19 11 8 3 4 8 27 22 19 14 1 11 1 19 8 20 4 14 3 19 14 8 27 20 20 14 11 8 14 3 4 4 1 19 19 20 1 1 11 1 20 22 20 8 22 22 3 14 27 22 8 14 4 14 14 1 27 11 22 8 3 8 8 3 14 3 19 22 11 19 22 19 22 20 3 14 1 4 11 1 20 27 3 3 14 3 19 22 11 19 8 4 20 14 22 1 8 3 19 11 27 19 22 11 11 4 1 1 22 1 3 11 20 19 11 3 20 8 8 22 1 27 14 20 3 3 14 8 14 22 8 14 4 19 22 1 19 22 1 11 11 19 11 8 11 27 3 11 3 22 4 14 1 19 20 1 3 20 1 22 11 11 11 8 22 22 3 14 27 20 11 4 4 1 27 3 20 20 1 22 1 11 8 1 8 20 22 8 1 20 8 4 4 1 27 8 
70,0.001,46278,0 1 0 1 1 0 0 0 1 0 0 1 0 0 1 0 0 0 0 1 1 0 1 0 0 0 0 1 0 0 ,3 20 1 8 19 11 8 3 4 8 27 22 19 14 1 11 1 19 8 20 4 14 3 19 14 8 27 20 20 14 11 8 14 3 4 4 1 19 19 20 1 1 11 1 20 22 20 8 22 22 3 14 27 22 8 14 4 14 14 1 27 11 22 8 3 8 8 3 14 3 19 22 11 19 22 19 22 20 3 14 1 4 11 1 20 27 3 3 14 3 19 22 11 19 8 4 20 14 22 1 8 3 19 11 27 19 22 11 11 4 1 1 22 1 3 11 20 19 11 3 20 8 8 22 1 27 14 20 3 3 14 8 14 22 8 14 4 19 22 1 19 22 1 11 11 19 11 8 11 27 3 11 3 22 4 14 1 19 20 1 3 20 1 22 11 11 11 8 22 22 3 14 27 20 11 4 4 1 27 3 20 20 1 22 1 11 8 1 8 20 22 8 1 20 8 4 4 1 27 8 
71,0.001,42755,0 1 0 1 1 0 0 0 1 0 0 1 0 0 1 0 0 0 0 1 1 0 1 0 0 0 0 1 0 0 ,3 20 1 8 19 11 8 3 4 8 27 22 19 14 1 11 1 19 8 20 4 14 3 19 14 8 27 20 20 14 11 8 14 3 4 4 1 19 19 20 1 1 11 1 20 22 20 8 22 22 3 14 27 22 8 14 4 14 14 1 27 11 22 8 3 8 8 3 14 3 19 22 11 19 22 19 22 20 3 14 1 4 11 1 20 27 3 3 14 3 19 22 11 19 8 4 20 14 22 1 8 3 19 11 27 19 22 11 11 4 1 1 22 1 3 11 20 19 11 3 20 8 8 22 1 27 14 20 3 3 14 8 14 22 8 14 4 19 22 1 19 22 1 11 11 19 11 8 11 27 3 11 3 22 4 14 1 19 20 1 3 20 1 22 11 11 11 8 22 22 3 14 27 20 11 4 4 1 27 3 20 20 1 22 1 11 8 1 8 20 22 8 1 20 8 4 4 1 27 8 
